,artist,song,lyric
46449,Kendrick Lamar,Cloud 10,"A freeway, a gas pedal, and a peace of mind"
46450,Kendrick Lamar,P&P,But pussy and Patrón make you feel alright
46451,Kendrick Lamar,Big Boy’s Neigborhood Freestyle,Alright
46452,Kendrick Lamar,Get Throwed,I suggest that you stay in the house at night
46453,Kendrick Lamar,One Shot Kill,Good-lookin' hunk
46454,Kendrick Lamar,Grammy 2016 Performance,We gon' be alright
46455,Kendrick Lamar,Cut You Off (To Grow Closer),"You weak, yo’ bitch weak"
46456,Kendrick Lamar,Untitled 2 (Blue Faces),I lost a lot of love for missionary
46457,Kendrick Lamar,I Am (Interlude),"Nigga, get out my wallet and put passion in your logic"
46458,Kendrick Lamar,God Is Gangsta,"Kendrick, Lucy don't slack a minute"
46459,Kendrick Lamar,LOYALTY. (Video Version),"I said I'm geeked and I'm fired up (Fired, fire)"
46460,Kendrick Lamar,Monster Freestyle,Make sure that you don’t bring your man to my concert
46461,Kendrick Lamar,What the Deal,I came in this world by myself and I'm leavin' alone
46462,Kendrick Lamar,HUMBLE.,"Be humble (Hol' up, hol' up)"
46463,Kendrick Lamar,Real 92.3 Freestyle,"I know everything, the highs to lows to groupies and junkies"
46464,Kendrick Lamar,Own This City,All it takes is all you got
46465,Kendrick Lamar,Daydreaming,"God-given, you trippin', I've walked the Seven Seas"
46466,Kendrick Lamar,Misunderstood,"If I never see a check, at least I got these rap niggas in check"
46467,Kendrick Lamar,She Needs Me,"Got a promotion, now she own the building"
46468,Kendrick Lamar,Industry Niggas (Skit),Spit somethin'
46469,Kendrick Lamar,The Spiteful Chant,"I'm going big, suck my dick"
46470,Kendrick Lamar,Your Honor,I got people five years from now pressin' rewind
46471,Kendrick Lamar,J. Dilla (Freestyle),"Rapper slash athlete, killing these niggas, they're screaming in agony"
46472,Kendrick Lamar,Untitled 8 (The Tonight Show),I paid my way through
46473,Kendrick Lamar,Go DJ,Just as much as a ref does a whistle
46474,Kendrick Lamar,​good kid,And called his homies because he had said he noticed my face
46475,Kendrick Lamar,Fuck A Hook,(Fuck a hook)
46476,Kendrick Lamar,Broke My Heart,"Movin' cautiously, parked in the park with my back seat"
46477,Kendrick Lamar,Momma,Like a Chevy in quicksand
46478,Kendrick Lamar,Hol’ Up,"24/7, nigga working his ass for it, she poppin' that ass for"
46479,Kendrick Lamar,Alright (Music Video),I'm a motherfuckin' gangster in silence for the record
46480,Kendrick Lamar,LUST.,"Watch you a comedy, take a shit, then roll some weed up"
46481,Kendrick Lamar,Alright (Music Video),"We been hurt, been down before"
46482,Kendrick Lamar,How We Do,K. Dot's nothing to play with
46483,Kendrick Lamar,Cut You Off (To Grow Closer),"Who Dooney and Bourke bag is fake, who holding the keys"
46484,Kendrick Lamar,Compton Life,"We back, that's for my people, it's official"
46485,Kendrick Lamar,For the Girlfriends,This shit my girlfriend'll like
46486,Kendrick Lamar,LUST.,"Fumbled my jewelry, 100K, I lost a new chain"
46487,Kendrick Lamar,Prototype,Somebody tell 'em he's the prototype
46488,Kendrick Lamar,The Only Nigga,"The MVP let him in, I'ma fuck up his letterman"
46489,Kendrick Lamar,Track 13,"You heard me, you heard me"
46490,Kendrick Lamar,The Blacker the Berry,That I'ma be just another slave in my head
46491,Kendrick Lamar,For Sale? (Interlude),"Kendrick, Lucy don't slack a minute, Lucy work harder"
46492,Kendrick Lamar,Handsome,"Put respect up on my name, ho, I'm heavy in this bitch, yeah"
46493,Kendrick Lamar,PRIDE.,I don't love people enough to put my faith in man
46494,Kendrick Lamar,Big Boy’s Neigborhood Freestyle,"And you don't, and you don't and you don't"
46495,Kendrick Lamar,Compton Life,Had your door in the morning wake you up like roosters
46496,Kendrick Lamar,Guilty Conscience,You trippin' man
46497,Kendrick Lamar,Spittin’ in the Whip,Shoot who? Shot what?
46498,Kendrick Lamar,How We Do,Now it's back to the basics
46499,Kendrick Lamar,The Heart Pt. 1,"And I believe if I fly, we all doves"
46500,Kendrick Lamar,King of My City,You fly like a plane
46501,Kendrick Lamar,One Shot Kill,(Pump up the volume)
46502,Kendrick Lamar,​untitled 03 | 05.28.2013.,What you saying to me?
46503,Kendrick Lamar,ELEMENT.,Put the Bible down and go eye for an eye for this shit
46504,Kendrick Lamar,Handsome,I'ma flex hard 'til it kill me
46505,Kendrick Lamar,"Hot 107.9 Freestyle, Pt. 1","That like me, that's like rappers don't know where I'm from"
46506,Kendrick Lamar,Waitin,"Kill 'em, kill 'em, send 'em to the morgue"
46507,Kendrick Lamar,Look Over Your Shoulder (Demo),"I ain't afraid to say I need you, ah yeah (Hip-hop, hip-hop, hip-hop)"
46508,Kendrick Lamar,On My Momma,"On my momma, she lookin' to get a thrill, huh?"
46509,Kendrick Lamar,On Da Spot Freestyle,"Then poppin your van, wait"
46510,Kendrick Lamar,Bring The Pain Freestyle (On Cosmic Kev Show),Means ain't no hood
46511,Kendrick Lamar,Big Boy’s Neighborhood Freestyle 2014,"And so I put the whole crew together, but from the background"
46512,Kendrick Lamar,Funkmaster Flex Freestyle,"Aim it at your arteries, pardon me, parts of me is pyscho"
46513,Kendrick Lamar,Play with Fire,"I'm a furnace, burning, turn this mothafucka' inside out like"
46514,Kendrick Lamar,LUST.,"Way too hot to simmer down, might as well overheat"
46515,Kendrick Lamar,Track 13,"Where you from? Like shit, I'm tired of niggas questionin' me"
46516,Kendrick Lamar,You Ain’t Gotta Lie (Momma Said),"It's all in your head, homie"
46517,Kendrick Lamar,Big Boy’s Neigborhood Freestyle,I need to clear it with the bank just to win
46518,Kendrick Lamar,Let Me Be Me,"Cold, my style making my nose run"
46519,Kendrick Lamar,The Spiteful Chant,"I'm going big, suck my dick"
46520,Kendrick Lamar,County Building Blues,The swap meet was the bulls' eye like Tauruses
46521,Kendrick Lamar,World Negatives,Then take it off when it's about to get cold
46522,Kendrick Lamar,Hood Politics,Niggas' names on paper—you snitched all summer
46523,Kendrick Lamar,Put That on Something,Dime piece beauty peagant-ing
46524,Kendrick Lamar,​u,"You FaceTimed him one time, that's unforgiven"
46525,Kendrick Lamar,Swimming Pools (Initial Demo),"I wave a few bottles, then I watch 'em all flock"
46526,Kendrick Lamar,Fuck A Hook,Then peal 'til I not y'all
46527,Kendrick Lamar,You Ain’t Gotta Lie (Momma Said),"Askin' ""where the juug at?"" to impress me"
46528,Kendrick Lamar,​untitled 01 | 08.19.2014.,But confident I had glory in all my past endeavors
46529,Kendrick Lamar,Blame God,No Lie
46530,Kendrick Lamar,​good kid,And live in the street with rank
46531,Kendrick Lamar,I Hate You,"And what's fucked up, I gotta live my life with the hurt"
46532,Kendrick Lamar,Waitin,"What nigga, toss bullets like flea flickers"
46533,Kendrick Lamar,Vanity Slaves,"Sometimes I want to leave, sometimes I want to cry"
46534,Kendrick Lamar,Where I’m From,I've been a nut since pops fucked moms
46535,Kendrick Lamar,Keisha’s Song (Her Pain),She took the ultimatum 'round the alleyway and gave him
46536,Kendrick Lamar,Today,"Fuck the system, fuck the truth, fuck religion"
46537,Kendrick Lamar,West Coast Wu-Tang,You probably think I'm dope like this the realest shit I wrote
46538,Kendrick Lamar,A Milli (Freestyle),Swear there is no-nothing after
46539,Kendrick Lamar,The Spiteful Chant,"And most of you niggas, acting like hoes"
46540,Kendrick Lamar,Beyonce,"I even make her do the ""uh-oh, uh-oh,"" just like you do"
46541,Kendrick Lamar,BLOOD.,You decide
46542,Kendrick Lamar,Money Trees,But the one in front of the gun lives forever
46543,Kendrick Lamar,"Westside, Right on Time",Wheeling in a two-door with two hoes that follow me
46544,Kendrick Lamar,Money Trees,"Earl Stevens had us thinkin' rational (Thinkin' rational, that's rational)"
46545,Kendrick Lamar,Sett Trippin’,That's what they tell me every second around the clock
46546,Kendrick Lamar,Bring The Pain Freestyle (On Cosmic Kev Show),Hopping California JACO
46547,Kendrick Lamar,Mortal Man,"As I lead this army, make room for mistakes and depression"
46548,Kendrick Lamar,Real 92.3 Freestyle,Visitin' freestyle cyphers for your reaction
46549,Kendrick Lamar,Respect The Classic,It sounds that good
46550,Kendrick Lamar,S.L,Beauty and the beast pretty girl with a gangster I swear you still the baddest in the room with no makeup
46551,Kendrick Lamar,LOYALTY.,"I said I'm geeked and I’m fired up (Fired, fire)"
46552,Kendrick Lamar,The Heart Pt. 1,Not elevate
46553,Kendrick Lamar,Money Trees (OG),Everybody gon' respect the shooter
46554,Kendrick Lamar,"Bitch, Don’t Kill My Vibe","Come on, we finna roll out!"
46555,Kendrick Lamar,Thanksgiving,"When I kick it and pump mine, I've got to be a prophet"
46556,Kendrick Lamar,H.O.C.,Swear to God a nigga seen some flying fishes
46557,Kendrick Lamar,Ab-Soul’s Outro,"We're not victors, we're victims"
46558,Kendrick Lamar,Reebok Presents: I Am,That life ain't sane
46559,Kendrick Lamar,Want in Life,"Uh, yeah"
46560,Kendrick Lamar,Let Me Be Me,"Cooking in a laboratory, hoping I can tell a story"
46561,Kendrick Lamar,Look Out For Detox,Stuck in the street where it's dark like Harpo
46562,Kendrick Lamar,Complexion (A Zulu Love),"It all came from God, then you was my confirmation"
46563,Kendrick Lamar,Lack of Better Words*,I miss your call four time this evening for the lack of better words
46564,Kendrick Lamar,Fuck A Hook,(Fuck a hook)
46565,Kendrick Lamar,Mortal Man,"In this country, a black man only have like"
46566,Kendrick Lamar,LOVE.,Feelin' like Tyson with it
46567,Kendrick Lamar,​u,"Your trials and tribulations a burden, everyone felt it"
46568,Kendrick Lamar,Drop It Like It’s Hot (Freestyle),"I'm from a small city, no pity shown 'cept hammers thrown"
46569,Kendrick Lamar,A Little Appalled,And the powder and the shells come up off that gun
46570,Kendrick Lamar,Misunderstood,"Tell them about the g-code, like eskimos"
46571,Kendrick Lamar,Best Rapper Under 25,"I'm right here, I ain't running even if the Iraqis w-was in back of me"
46572,Kendrick Lamar,Hater Love,Sipping on that goosey goose
46573,Kendrick Lamar,Growing Apart (To Get Closer),"But that place we call Heaven's unfair to me, only 144 can go"
46574,Kendrick Lamar,World Negatives,"Negative energy, public pulled by evil string"
46575,Kendrick Lamar,Yung Boys World,"Feel Me, feel Me"
46576,Kendrick Lamar,Average Joe,On the curb writing raps next to a gunshot
46577,Kendrick Lamar,The Relevant,And my pen is the only thing I got for
46578,Kendrick Lamar,Handsome,I'm the type of nigga that get sexy on a bitch
46579,Kendrick Lamar,Look Out For Detox,I’m so appalled
46580,Kendrick Lamar,Intro (HOVA Song Freestyle),"Y'all rhymes sloppy, I rhyme properly"
46581,Kendrick Lamar,Beyonce,See ya know
46582,Kendrick Lamar,Dumb It Down,"My feeling’s all aside, my pride is deprived"
46583,Kendrick Lamar,Don’t Understand,Reminiscin' on them playing Sega with each other
46584,Kendrick Lamar,Untitled 8 (The Tonight Show),Walking around with them blue faces
46585,Kendrick Lamar,Mr. Carter,Send 'em off to the holy one
46586,Kendrick Lamar,She Needs Me,"Abundance of paper, she got a career, she look in the rear"
46587,Kendrick Lamar,Before I Commit Suicide,Guns clap in the direction your sepsis
46588,Kendrick Lamar,For Free? (Interlude),This dick ain't free
46589,Kendrick Lamar,Untitled 2 (Blue Faces),Women don't prosper chasin' education
46590,Kendrick Lamar,Average Joe,Never seen that many guns in my life
46591,Kendrick Lamar,Vanity Slaves,"So why fast forward? then I'll rewind, a time machine can help me double back to slavery times"
46592,Kendrick Lamar,Get Throwed,I'm so throwed
46593,Kendrick Lamar,Don’t Understand,"Fucked up, right?"
46594,Kendrick Lamar,Reebok Presents: I Am,"Damn, that boy good"
46595,Kendrick Lamar,Waitin,Ya'll took to long
46596,Kendrick Lamar,Real 92.3 Freestyle,"If Dre ain't motivation, I don't know who is"
46597,Kendrick Lamar,Swimming Pools (Initial Demo),I got a swimming pool full of liquor and they dive in it
46598,Kendrick Lamar,A Milli (Freestyle),"Recognize who I be, K. Dot motherfucker"
46599,Kendrick Lamar,Own This City,Bite like a bear trap when I write
46600,Kendrick Lamar,Come Up Freestyle*,"Your girlfriend, she all on me"
46601,Kendrick Lamar,Drop It Like It’s Hot (Freestyle),For my niggas that know right
46602,Kendrick Lamar,The Recipe,"They come for women, weed and weather"
46603,Kendrick Lamar,Sherane a.k.a Master Splinter’s Daughter,"Lord God, I come to you a sinner"
46604,Kendrick Lamar,Today,Kendrick the Good Kid
46605,Kendrick Lamar,Faith,I found myself losing focus at a Sunday service
46606,Kendrick Lamar,King Kunta,The funk shall be within you—*Gunshot*
46607,Kendrick Lamar,Handsome,"Doing what I want, yeah, I'm filthy"
46608,Kendrick Lamar,Untitled 8 (The Tonight Show),"Somebody say ""Kendrick American they sho’ is crazy"""
46609,Kendrick Lamar,I Hate You,Is it rocket science to you or is it just your type?
46610,Kendrick Lamar,The Spiteful Chant,"Man, it's been so long since they see my dick"
46611,Kendrick Lamar,Wanna Be Heard,Hope no one pay you no mind
46612,Kendrick Lamar,Interview with DJ Dave Part 5,Maybe
46613,Kendrick Lamar,Untitled 2 (Blue Faces),Walking around with them blue faces
46614,Kendrick Lamar,Basquet,So if the devil came tell him that I be alright
46615,Kendrick Lamar,Kendrick Lamar,But we can't go... backwards
46616,Kendrick Lamar,The Heart Part 4,"The richer the poorer, the bigger the picture"
46617,Kendrick Lamar,FEAR.,God bless you
46618,Kendrick Lamar,Swimming Pools (Initial Demo),"Faded (Drank), faded (Drank)"
46619,Kendrick Lamar,Compton Life,Minus the actress and the producers
46620,Kendrick Lamar,For Sale? (Interlude),"I'm Lucy, I loosely heard prayers on your first album, truly"
46621,Kendrick Lamar,God Is Gangsta,"Loving you is complicated, loving you is complicated"
46622,Kendrick Lamar,Let Me Be Me,"Too focused, one word"
46623,Kendrick Lamar,P&P,"I said keep reading my diary, when my life's entirely"
46624,Kendrick Lamar,Celebration,You know what I'm talking 'bout? I look at your Audemars
46625,Kendrick Lamar,LOVE.,"There is nobody, no one to outrun me"
46626,Kendrick Lamar,GOD.,"Flex on swole like, ""A-ha!"", huh, he-yeah"
46627,Kendrick Lamar,World Negatives,Know what? we can exchange digits
46628,Kendrick Lamar,​untitled 07 | 2014-2016,"You gotta do it, man"
46629,Kendrick Lamar,Compton Chemistry,This the fiend's appetite
46630,Kendrick Lamar,Good Morning America,"New Snoop, new 2Pac, new Doc Dre"
46631,Kendrick Lamar,Blow My High (Members Only),"All my car got leather and wood, in my hood we call it buck"
46632,Kendrick Lamar,Money Trees,"Nah, nah"
46633,Kendrick Lamar,"Sing About Me, I’m Dying of Thirst","Tired of runnin', tired of tumblin' – backwards"
46634,Kendrick Lamar,Warning Shot,"Machine guns to a fight, fucking right"
46635,Kendrick Lamar,6'7' Freestyle,"Get lost, have a egg and a biscuit"
46636,Kendrick Lamar,​i (Album Version),I went to war last night
46637,Kendrick Lamar,Money Trees,"Through canals and alleyways, just to say"
46638,Kendrick Lamar,Kendrick Lamar,What I'm bout to accomplish is something that you can't fathom
46639,Kendrick Lamar,Protocol,In an ocean full of sharks bout to come up short
46640,Kendrick Lamar,Kendrick Lamar: Rapper of the Year - GQ,"It's been a strange year. When it began, Kendrick was already regarded as something of a messiah among rap nerds—one of the best rappers ever to come out of the place that has produced many of the best rappers ever—and since then his legend has spread fast."
46641,Kendrick Lamar,Sett Trippin’,"You niggas know this, I'm way better than I've ever been"
46642,Kendrick Lamar,Grammy Family (Freestyle),Top Dawg Entertainment: Presents K-Dot
46643,Kendrick Lamar,Rigamortis,And I gon' mention how the far you see
46644,Kendrick Lamar,G Code,"I know some, nigga less fortunate was fucking with the enemies' bitch"
46645,Kendrick Lamar,Vanity Slaves Pt. 2,Word around town that I gotta stay paid
46646,Kendrick Lamar,Poetic Justice,"Say if you a bad bitch, put your hands up high"
46647,Kendrick Lamar,Ride Up,"Then Free hit 'ya niggas squad up, squad up"
46648,Kendrick Lamar,Thank You,My cousins kicking up dust Cripping
46649,Kendrick Lamar,Determined,"I repeated what I said then she replied, ""Shut up."""
46650,Kendrick Lamar,To Pimp A Butterfly Medley (The Late Show with Stephen Colbert),"(You goat-mouth, mammy f-)"
46651,Kendrick Lamar,Grammy Family (Freestyle),I'm Mike Jordan in his prime
46652,Kendrick Lamar,Alright (BET Version),"Hitta, and we hate po-po"
46653,Kendrick Lamar,Money Trees OG Version,"That's just how I feel, nah, nah"
46654,Kendrick Lamar,Gang Member,Pray to God that the sunlight stay shining for 30 more minutes
46655,Kendrick Lamar,LOYALTY. (Video Version),"Loyalty, loyalty, loyalty"
46656,Kendrick Lamar,HiiiPoWeR,"While you motherfuckers waiting, I be off the slave ship"
46657,Kendrick Lamar,Average Joe,"Cousins in elementary, relatives in high school"
46658,Kendrick Lamar,​good kid,The streets sure to release the worst side of my best
46659,Kendrick Lamar,​untitled 07 | levitate,Crew won't get you high as this
46660,Kendrick Lamar,You Ain’t Gotta Lie (Momma Said),"Askin' ""where the moneybags?"" to impress me"
46661,Kendrick Lamar,Fade to Black,"Him to us, us to him, to the whole world"
46662,Kendrick Lamar,Rigamortis,Got me breathing with dragons
46663,Kendrick Lamar,How Much a Dollar Cost,"""20 on 6,"" he didn't hear me"
46664,Kendrick Lamar,Wanna Be Heard,Make a statement with these nouns and verbs
46665,Kendrick Lamar,​untitled 06 | 06.30.2014.,Both sides of me are evenly odd
46666,Kendrick Lamar,Skill Still Appeal,"I don't have a preference, I dislike all"
46667,Kendrick Lamar,"Westside, Right on Time",I'm so damn turnt
46668,Kendrick Lamar,Blood Sport (Freestyle),Just let me score one time
46669,Kendrick Lamar,Freestyle vs Fan (On Rigamortis Beat),"Taking the biggest shots, and now I been getting' it tryna spend the biggest knots"
46670,Kendrick Lamar,Own This City,Life don't ask you if you're ready or not
46671,Kendrick Lamar,Black Boy Fly,Especially when the crime waves was bigger than tsunamis
46672,Kendrick Lamar,​untitled 01 | 08.19.2014.,"Trains jumping off the track, mothers yelling ""he's alive"""
46673,Kendrick Lamar,​m.A.A.d city,Fresh outta school 'cause I was a high school grad'
46674,Kendrick Lamar,Whatcha Know About It,"And when I get dough, I'mma let you know, throw the cake in your face like Ike Turner"
46675,Kendrick Lamar,Basquet,Some people say that I’m rude but I don’t give a damn if she if he if them or they say
46676,Kendrick Lamar,Beyonce,Like right before I come in
46677,Kendrick Lamar,Monster Freestyle,"Another meal, I’m hungry, give some to my homie"
46678,Kendrick Lamar,Hood Politics,"I been A-1 since day one, you niggas boo-boo"
46679,Kendrick Lamar,YAH.,I got so many theories and suspicions
46680,Kendrick Lamar,King of My City,*So what up Jay?*
46681,Kendrick Lamar,Big Boy’s Neigborhood Freestyle,Climbup the tree shit on you
46682,Kendrick Lamar,The DAMN. Tour [Setlist],15. PRIDE
46683,Kendrick Lamar,Ab-Soul’s Outro,Kendrick Lamar
46684,Kendrick Lamar,Poe Mans Dreams (His Vice),My killings are not remorseful
46685,Kendrick Lamar,Hard Body,You either fall now or stand with it
46686,Kendrick Lamar,Sett Trippin’,"I shatter niggas dreams, thinking they the West Coast kings"
46687,Kendrick Lamar,Warning Shot,"What the fuck, everybody else, pull your panties up"
46688,Kendrick Lamar,Compton Life,A young gun but not like your young Chris and Neef
46689,Kendrick Lamar,On Da Spot Freestyle,Minus Young Berg
46690,Kendrick Lamar,Untitled 2 (Blue Faces),We both criminals with bad intentions
46691,Kendrick Lamar,Monster Freestyle,I’m the best rapper alive! Jigga man should’ve retired
46692,Kendrick Lamar,​nu thoughts,Thank you for keeping me in your thoughts. I've prayed for you all.
46693,Kendrick Lamar,Never Die,If California snows then I did it
46694,Kendrick Lamar,Your Honor,", it's back to definin' a loss, correct, they don't obey"
46695,Kendrick Lamar,​i (Album Version),(I love myself)
46696,Kendrick Lamar,Cloud 10,"Adrenaline pump, give me that rush"
46697,Kendrick Lamar,Swimming Pools (Initial Demo),"Faded (Drank), faded (Drank)"
46698,Kendrick Lamar,Alright (Music Video),"I don't think about it, I deposit every little zero"
46699,Kendrick Lamar,​m.A.A.d city,Now this is not a tape recorder sayin' that he did it
46700,Kendrick Lamar,Guilty Conscience,"Oh, what, you jealous fool?"
46701,Kendrick Lamar,Celebration,I suppose since you laugh that's the ultimate goal
46702,Kendrick Lamar,Untitled 2 (Blue Faces),"You played your way through, dealing with wi-fi"
46703,Kendrick Lamar,Best Rapper Under 25,"I'm the best rapper under 25, 24 inches on my ride"
46704,Kendrick Lamar,Grammy 2016 Performance,"Acres and a mule, a piano, a guitar?"
46705,Kendrick Lamar,LUST.,"Lately, in James 4:4 says"
46706,Kendrick Lamar,Bloody Hands,I pay-ay lawyers and the mic can't stand me
46707,Kendrick Lamar,Who Shot Ya (Freestyle),You're better off looking for your next sucker
46708,Kendrick Lamar,Misunderstood,Put me in my g-mode schooling every hot-head
46709,Kendrick Lamar,​untitled 03 | 05.28.2013.,That's what the black man said I needed to push me
46710,Kendrick Lamar,Lyrics Contest Answers (untitled unmastered.),"The Winner: @HoopGod1K.Question #4:Who's on the Intro to Untitled 01?Answer:""Bilal"".In ""​untitled 01 | 08.19.2014."", Bilal, who has worked with Kendrick before, starts off the project with the words ""Come here, girl/Oh, you want me to touch you right there?""."
46711,Kendrick Lamar,The Heart Pt. 1,Homie popped up with about twenty bags and
46712,Kendrick Lamar,Biggie,But you can call me a fly cause your boy be on some shit
46713,Kendrick Lamar,Momma,"Oh, I forgot, 'Don't Kill My Vibe', that's right, you're famous"
46714,Kendrick Lamar,Reebok Presents: I Am,"My dream's more vivid than Dr. T's, (?) evolutionary"
46715,Kendrick Lamar,I Am (Interlude),I'm on point like period
46716,Kendrick Lamar,Celebration,People don't be shy
46717,Kendrick Lamar,Compton State of Mind,"Me, I'm just a good kid, tryna keep it positive"
46718,Kendrick Lamar,Blow Them Horns,'Til we load the ammo and drop the bomb
46719,Kendrick Lamar,Somebody,You can't cure this disease
46720,Kendrick Lamar,Money Trees OG Version,A dollar might turn to a million and we all rich
46721,Kendrick Lamar,​i (Single Version),Give my story to the children and a lesson they can read
46722,Kendrick Lamar,For the Homies,"Rolling down Rosecrans to scoop up my man, A-Mack"
46723,Kendrick Lamar,GOD.,This what God feel like
46724,Kendrick Lamar,The Heart Pt. 1,Brighter than yellow bones
46725,Kendrick Lamar,HiiiPoWeR,"Enough to drive a man insane, a woman insane"
46726,Kendrick Lamar,​untitled 07 | levitate,"Shut your fuckin' mouth and get some cash, you bitch"
46727,Kendrick Lamar,Night of the Living Junkies,"This shit is so dope, you might wanna be my crack hoe"
46728,Kendrick Lamar,DNA.,You mothafuckas can't tell me nothin'
46729,Kendrick Lamar,Grammy 2016 Performance,"This one time, do it fo' sho"
46730,Kendrick Lamar,Fuck Your Ethnicity,I saw Martin Luther King with an AK-47
46731,Kendrick Lamar,Kendrick Lamar: Rapper of the Year - GQ,"I asked if this meant things were cool between him and Drake. He paused. ""Pretty cool."" Shrugs. ""And I mean, I would be okay if we weren't."""
46732,Kendrick Lamar,World Negatives,You stalling? Like the '89 I-I-Isiah Thomas
46733,Kendrick Lamar,For the Girlfriends,When I listen I wanna close my eyes
46734,Kendrick Lamar,"Bitch, Don’t Kill My Vibe - Edited Version","Trick, don't kill my vibe! Trick, don't kill my vibe!"
46735,Kendrick Lamar,Money Trees,A dollar might say fuck them niggas that you came with
46736,Kendrick Lamar,Kush & Corinthians (His Pain),"But we can win, wait, let's get straight to the point"
46737,Kendrick Lamar,Facebook Q&A 1/31/14,A: theme song to duck tales
46738,Kendrick Lamar,​untitled 07 | 2014-2016,"""For Free?"" won't get you high like this here, no"
46739,Kendrick Lamar,Cut You Off (To Grow Closer),"Who she wanna fight, who wearing a weave"
46740,Kendrick Lamar,​untitled 05 | 09.21.2014.,And that means the world to me
46741,Kendrick Lamar,Untitled 3 (Grammy Performance),Cussing with his sister
46742,Kendrick Lamar,Cut You Off (To Grow Closer),Shut the fuck up... hoe
46743,Kendrick Lamar,Tim Westwood Freestyle,And no peace treaties just peace and BG’s appearing to prove
46744,Kendrick Lamar,Sex With Society,Then you can see where I’ve been
46745,Kendrick Lamar,Bring The Pain Freestyle (On Cosmic Kev Show),"Rip out your culo, then kudos"
46746,Kendrick Lamar,Celebrity Scenarios,They did this little trick with their tongue
46747,Kendrick Lamar,The Relevant,It's important
46748,Kendrick Lamar,LOVE.,"If I made up my mind at work, would you still love me?"
46749,Kendrick Lamar,The Blacker the Berry,"The blacker the berry, the bigger I shoot"
46750,Kendrick Lamar,Daydreaming,"Mano e mano, you ain't ready, I'm deadly as plec disease"
46751,Kendrick Lamar,​untitled 02 | 06.23.2014.,Might tell Obama be more like Punch
46752,Kendrick Lamar,For the Girlfriends,I mean her and I
46753,Kendrick Lamar,Blame God,I know that patience is virtue
46754,Kendrick Lamar,The Blacker the Berry,When gang-banging make me kill a nigga blacker than me?
46755,Kendrick Lamar,Kush & Corinthians (His Pain),"Looking for a victim of a AK-47, hundred-round each, each, each"
46756,Kendrick Lamar,Guilty Conscience,"Stealin', robbin', jacking guys for nice cars"
46757,Kendrick Lamar,The Art of Peer Pressure,Until I'm with the homies
46758,Kendrick Lamar,Tim Westwood Freestyle,"AK’s, AR’s, Aye y’all; duck"
46759,Kendrick Lamar,Cut You Off (To Grow Closer),"Yeah, my momma as loyal as any sister would come"
46760,Kendrick Lamar,Kendrick Lamar: Rapper of the Year - GQ,"I got Kendrick on the phone after the BET taping, and he admitted to being surprised by Drizzy's public lash-out—""Control"" named names, sure, but at its core it was a backhanded tribute to the peers Kendrick actually gives a shit about. Most of them took it in that spirit. Not Drake. ""Yeah, I guess he took it as a dis,"" Kendrick said, downplaying talk of a beef. But he was also clear that he doesn't look up to Drake, doesn't see him as any kind of creative influence. When I asked if Drake was a mentor or a role model, he replied quickly, ""No—peer. If anything. We all peers."""
46761,Kendrick Lamar,LOVE.,"There is nobody, no one to outrun me"
46762,Kendrick Lamar,LOYALTY. (Video Version),"Loyalty, loyalty, loyalty"
46763,Kendrick Lamar,Shake It Off (Freestyle),"We talkin' 'bout the black, we talking 'bout the brown"
46764,Kendrick Lamar,The Heart Pt. 3 (Will You Let It Die?),That's the lane that we tried to drive
46765,Kendrick Lamar,Poetic Justice,"Uh, and I know your taste is"
46766,Kendrick Lamar,Sex With Society,"Man, I sing what I’m living about"
46767,Kendrick Lamar,Mortal Man,How clutch are the people that say they love you?
46768,Kendrick Lamar,"Bitch, Don’t Kill My Vibe - Edited Version",To you that's a quick check
46769,Kendrick Lamar,Vent (Original),"""Hello"" to the rain man, never losin' count"
46770,Kendrick Lamar,Determined,So just go out and get it
46771,Kendrick Lamar,A.D.H.D,Lookin' around and all I see is a big crowd that's product of me
46772,Kendrick Lamar,I Do This,"Bitch, I do this!"
46773,Kendrick Lamar,Untitled 2 (Blue Faces),"I love women, I love me"
46774,Kendrick Lamar,Never Die,Mama hold the porch sipping OE out of a straw
46775,Kendrick Lamar,Real 92.3 Freestyle,"Multiply simple logic, it's rules you can follow"
46776,Kendrick Lamar,For Sale? (Interlude),Registration is out of service
46777,Kendrick Lamar,Track 10,"I didn't develop, I was born with this talent"
46778,Kendrick Lamar,Good Morning America,We mobb deep when it's beef
46779,Kendrick Lamar,​good kid,But what am I 'posed to do when the topic is red or blue
46780,Kendrick Lamar,Fade to Black,You remember that
46781,Kendrick Lamar,Dumb It Down,Me in my dime like Roosevelt in his prime
46782,Kendrick Lamar,"Bitch, Don’t Kill My Vibe","Bitch, don't kill my vibe"
46783,Kendrick Lamar,Hard Body,And if y'all bodies was then y'all be built for war
46784,Kendrick Lamar,A.D.H.D,Who gives a fuck? We never do listen
46785,Kendrick Lamar,The Heart Part 4,"You jumped sides on me, now you 'bout to meet Westbrook"
46786,Kendrick Lamar,God Is Gangsta,Made you more complacent
46787,Kendrick Lamar,Alright,"Boys and girls, I think I've gone cray"
46788,Kendrick Lamar,For the Girlfriends,Even rewinding it back
46789,Kendrick Lamar,​untitled 02 | 06.23.2014.,"Get God on the phone, said it won't be long"
